2.550 	 0.0 	6.800 	0.145 	0.104 	0.127 	
2.600 	 0.0 	6.941 	0.148 	0.106 	0.129 	
2.650 	 0.0 	7.084 	0.151 	0.107 	0.130 	
2.700 	 0.0 	7.230 	0.154 	0.109 	0.132 	
2.750 	 0.0 	7.377 	0.157 	0.110 	0.133 	
2.800 	 0.0 	7.527 	0.159 	0.112 	0.135 	
2.850 	 0.0 	7.680 	0.162 	0.114 	0.136 	
2.900 	 0.0 	7.835 	0.165 	0.115 	0.138 	
2.950 	 0.0 	7.994 	0.168 	0.117 	0.139 	
3.000 	 0.0 	8.156 	0.171 	0.119 	0.140 	
3.050 	 0.0 	8.322 	0.173 	0.121 	0.141 	
3.100 	 0.0 	8.492 	0.176 	0.123 	0.143 	
3.150 	 0.0 	8.666 	0.179 	0.124 	0.144 	
3.200 	 0.0 	8.844 	0.182 	0.126 	0.145 	
3.250 	 0.0 	9.028 	0.185 	0.129 	0.146 	
3.300 	 0.0 	9.217 	0.188 	0.131 	0.147 	
3.350 	 0.0 	9.412 	0.190 	0.133 	0.148 	
3.400 	 0.0 	9.613 	0.193 	0.135 	0.149 	
3.450 	 0.0 	9.821 	0.196 	0.138 	0.150 	
3.500 	 0.0 	10.037 	0.199 	0.140 	0.151 	
3.550 	 0.0 	10.262 	0.202 	0.143 	0.152 	
3.600 	 0.0 	10.495 	0.205 	0.145 	0.153 	
3.650 	 0.0 	10.739 	0.208 	0.148 	0.154 	
3.700 	 0.0 	10.994 	0.211 	0.151 	0.154 	
3.750 	 0.0 	11.260 	0.214 	0.154 	0.155 	
3.800 	 0.0 	11.541 	0.217 	0.157 	0.156 	
3.850 	 0.0 	11.837 	0.220 	0.161 	0.156 	
3.900 	 0.0 	12.149 	0.223 	0.165 	0.157 	
3.950 	 0.0 	12.480 	0.226 	0.168 	0.157 	
4.000 	 0.0 	12.833 	0.229 	0.173 	0.158 	
4.050 	 0.0 	13.209 	0.233 	0.177 	0.158 	
4.100 	 0.0 	13.612 	0.236 	0.182 	0.158 	
4.150 	 0.0 	14.046 	0.239 	0.187 	0.158 	
4.200 	 0.0 	14.515 	0.243 	0.192 	0.158 	
4.250 	 0.0 	15.024 	0.246 	0.198 	0.158 	
4.300 	 0.0 	15.580 	0.250 	0.205 	0.158 	
4.350 	 0.0 	16.191 	0.253 	0.212 	0.158 	
4.400 	 0.0 	16.864 	0.257 	0.219 	0.158 	
4.450 	 0.0 	17.613 	0.261 	0.228 	0.157 	
4.500 	 0.0 	18.450 	0.265 	0.237 	0.157 	
4.550 	 0.0 	19.393 	0.269 	0.248 	0.156 	
4.600 	 0.0 	20.465 	0.274 	0.260 	0.155 	
4.650 	 0.0 	21.692 	0.278 	0.273 	0.154 	
4.700 	 0.0 	23.111 	0.283 	0.288 	0.152 	
4.750 	 0.0 	24.765 	0.289 	0.306 	0.150 	
4.800 	 0.0 	26.714 	0.294 	0.326 	0.148 	
4.850 	 0.0 	29.030 	0.301 	0.350 	0.146 	
4.900 	 0.0 	31.808 	0.307 	0.378 	0.143 	
4.950 	 0.0 	35.162 	0.315 	0.410 	0.139 	
5.000 	 0.0 	39.227 	0.324 	0.449 	0.135 	
5.050 	 0.0 	44.142 	0.334 	0.493 	0.130 	
5.100 	 0.0 	50.011 	0.345 	0.545 	0.125 	
5.150 	 0.0 	56.837 	0.358 	0.603 	0.120 	
5.200 	 0.0 	64.408 	0.373 	0.666 	0.114 	
5.250 	 0.0 	72.213 	0.390 	0.729 	0.109 	
5.300 	 0.0 	79.485 	0.409 	0.788 	0.104 	
5.350 	 0.0 	85.434 	0.429 	0.840 	0.099 	
5.400 	 0.0 	89.543 	0.450 	0.882 	0.094 	
5.450 	 0.0 	91.696 	0.471 	0.914 	0.090 	
5.500 	 0.0 	92.094 	0.491 	0.938 	0.085 	
5.550 	 0.0 	91.085 	0.511 	0.954 	0.081 	
5.600 	 0.0 	89.031 	0.529 	0.966 	0.077 	
5.650 	 0.0 	86.244 	0.546 	0.974 	0.074 	
5.700 	 0.0 	82.973 	0.561 	0.979 	0.070 	
5.750 	 0.0 	79.406 	0.575 	0.982 	0.067 	
5.800 	 0.0 	75.687 	0.588 	0.984 	0.064 	
5.850 	 0.0 	71.917 	0.600 	0.985 	0.061 	
5.900 	 0.0 	68.170 	0.610 	0.984 	0.058 	
5.950 	 0.0 	64.497 	0.619 	0.983 	0.055 	
6.000 	 0.0 	60.929 	0.627 	0.980 	0.053 	
6.050 	 0.0 	57.486 	0.635 	0.977 	0.050 	
6.100 	 0.0 	54.176 	0.641 	0.972 	0.048 	
6.150 	 0.0 	51.002 	0.647 	0.966 	0.046 	
6.200 	 0.0 	47.961 	0.651 	0.959 	0.045 	
6.250 	 0.0 	45.046 	0.656 	0.950 	0.043 	
6.300 	 0.0 	42.250 	0.659 	0.939 	0.042 	
6.350 	 0.0 	39.561 	0.662 	0.927 	0.041 	
6.400 	 0.0 	36.967 	0.665 	0.912 	0.040 	
6.450 	 0.0 	34.453 	0.667 	0.895 	0.039 	
6.500 	 0.0 	32.001 	0.668 	0.875 	0.039 	
6.550 	 0.0 	29.594 	0.669 	0.853 	0.038 	
6.600 	 0.0 	27.210 	0.670 	0.828 	0.038 	
6.650 	 0.0 	24.827 	0.670 	0.799 	0.038 	
6.700 	 0.0 	22.423 	0.670 	0.767 	0.039 	
6.750 	 0.0 	19.976 	0.670 	0.731 	0.039 	
6.800 	 0.0 	17.467 	0.669 	0.691 	0.040 	
6.850 	 0.0 	14.884 	0.668 	0.647 	0.041 	
6.900 	 0.0 	12.224 	0.666 	0.598 	0.043 	
6.950 	 0.0 	9.501 	0.664 	0.546 	0.044 	
7.000 	 0.0 	6.750 	0.662 	0.489 	0.046 	
7.050 	 0.0 	4.032 	0.660 	0.429 	0.049 	
7.100 	 0.0 	1.427 	0.657 	0.369 	0.051 	
7.150 	 0.0 	-0.976 	0.654 	0.309 	0.055 	
7.200 	 0.0 	-3.098 	0.650 	0.253 	0.058 	
7.250 	 0.0 	-4.889 	0.647 	0.203 	0.062 	
7.300 	 0.0 	-6.340 	0.643 	0.160 	0.066 	
7.350 	 0.0 	-7.473 	0.640 	0.124 	0.071 	
7.400 	 0.0 	-8.335 	0.636 	0.096 	0.076 	
7.450 	 0.0 	-8.977 	0.632 	0.074 	0.081 	
7.500 	 0.0 	-9.449 	0.628 	0.058 	0.086 	
7.550 	 0.0 	-9.793 	0.624 	0.045 	0.091 	
7.600 	 0.0 	-10.042 	0.621 	0.037 	0.096 	
7.650 	 0.0 	-10.220 	0.617 	0.030 	0.101 	
7.700 	 0.0 	-10.346 	0.613 	0.026 	0.106 	
7.750 	 0.0 	-10.434 	0.609 	0.022 	0.111 	
7.800 	 0.0 	-10.493 	0.606 	0.020 	0.116 	
7.850 	 0.0 	-10.531 	0.602 	0.018 	0.121 	
7.900 	 0.0 	-10.554 	0.598 	0.017 	0.127 	
7.950 	 0.0 	-10.564 	0.595 	0.016 	0.132 	
8.000 	 0.0 	-10.565 	0.591 	0.016 	0.137 	
8.050 	 0.0 	-10.559 	0.587 	0.015 	0.142 	
8.100 	 0.0 	-10.547 	0.584 	0.015 	0.147 	
8.150 	 0.0 	-10.531 	0.580 	0.015 	0.151 	
8.200 	 0.0 	-10.512 	0.577 	0.015 	0.156 	
8.250 	 0.0 	-10.490 	0.573 	0.015 	0.161 	
8.300 	 0.0 	-10.466 	0.570 	0.015 	0.166 	
8.350 	 0.0 	-10.440 	0.567 	0.015 	0.171 	
8.400 	 0.0 	-10.413 	0.563 	0.015 	0.176 	
8.450 	 0.0 	-10.384 	0.560 	0.015 	0.180 	
8.500 	 0.0 	-10.354 	0.557 	0.015 	0.185 	
8.550 	 0.0 	-10.323 	0.553 	0.015 	0.189 	
8.600 	 0.0 	-10.291 	0.550 	0.015 	0.194 	
8.650 	 0.0 	-10.259 	0.547 	0.015 	0.199 	
8.700 	 0.0 	-10.225 	0.544 	0.015 	0.203 	
8.750 	 0.0 	-10.191 	0.541 	0.015 	0.207 	
8.800 	 0.0 	-10.156 	0.537 	0.015 	0.212 	
8.850 	 0.0 	-10.121 	0.534 	0.015 	0.216 	
8.900 	 0.0 	-10.085 	0.531 	0.015 	0.221 	
8.950 	 0.0 	-10.049 	0.528 	0.015 	0.225 	
9.000 	 0.0 	-10.012 	0.525 	0.015 	0.229 	
9.050 	 0.0 	-9.974 	0.522 	0.015 	0.233 	
9.100 	 0.0 	-9.936 	0.519 	0.015 	0.238 	
9.150 	 0.0 	-9.897 	0.516 	0.015 	0.242 	
9.200 	 0.0 	-9.858 	0.514 	0.015 	0.246 	
9.250 	 0.0 	-9.819 	0.511 	0.016 	0.250 	
9.300 	 0.0 	-9.779 	0.508 	0.016 	0.254 	
9.350 	 0.0 	-9.738 	0.505 	0.016 	0.258 	
9.400 	 0.0 	-9.697 	0.502 	0.016 	0.262 	
9.450 	 0.0 	-9.656 	0.500 	0.016 	0.266 	
9.500 	 0.0 	-9.614 	0.497 	0.016 	0.270 	
9.550 	 0.0 	-9.571 	0.494 	0.016 	0.274 	
9.600 	 0.0 	-9.529 	0.492 	0.016 	0.277 	
9.650 	 0.0 	-9.485 	0.489 	0.016 	0.281 	
9.700 	 0.0 	-9.442 	0.486 	0.016 	0.285 	
9.750 	 0.0 	-9.398 	0.484 	0.016 	0.289 	
9.800 	 0.0 	-9.353 	0.481 	0.016 	0.292 	
9.850 	 0.0 	-9.308 	0.479 	0.017 	0.296 	
9.900 	 0.0 	-9.263 	0.476 	0.017 	0.300 	
9.950 	 0.0 	-9.217 	0.474 	0.017 	0.303 	
10.000 	 0.0 	-9.171 	0.471 	0.017 	0.307 	
10.050 	 0.0 	-9.124 	0.469 	0.017 	0.310 	
10.100 	 0.0 	-9.077 	0.467 	0.017 	0.314 	
10.150 	 0.0 	-9.030 	0.464 	0.017 	0.317 	
10.200 	 0.0 	-8.982 	0.462 	0.017 	0.321 	
10.250 	 0.0 	-8.934 	0.459 	0.017 	0.324 	
10.300 	 0.0 	-8.886 	0.457 	0.017 	0.328 	
10.350 	 0.0 	-8.837 	0.455 	0.018 	0.331 	
10.400 	 0.0 	-8.787 	0.453 	0.018 	0.334 	
10.450 	 0.0 	-8.738 	0.450 	0.018 	0.337 	
10.500 	 0.0 	-8.688 	0.448 	0.018 	0.341 	
10.550 	 0.0 	-8.638 	0.446 	0.018 	0.344 	
10.600 	 0.0 	-8.587 	0.444 	0.018 	0.347 	
10.650 	 0.0 	-8.536 	0.442 	0.018 	0.350 	
10.700 	 0.0 	-8.485 	0.440 	0.018 	0.353 	
10.750 	 0.0 	-8.434 	0.438 	0.018 	0.356 	
10.800 	 0.0 	-8.382 	0.436 	0.019 	0.359 	
10.850 	 0.0 	-8.330 	0.434 	0.019 	0.362 	
10.900 	 0.0 	-8.277 	0.432 	0.019 	0.365 	
10.950 	 0.0 	-8.224 	0.430 	0.019 	0.368 	
11.000 	 0.0 	-8.171 	0.428 	0.019 	0.371 	
11.050 	 0.0 	-8.118 	0.426 	0.019 	0.374 	
11.100 	 0.0 	-8.065 	0.424 	0.019 	0.377 	
11.150 	 0.0 	-8.011 	0.422 	0.019 	0.380 	
11.200 	 0.0 	-7.957 	0.420 	0.020 	0.383 	
11.250 	 0.0 	-7.903 	0.418 	0.020 	0.385 	
11.300 	 0.0 	-7.848 	0.416 	0.020 	0.388 	
11.350 	 0.0 	-7.794 	0.415 	0.020 	0.391 	
11.400 	 0.0 	-7.739 	0.413 	0.020 	0.394 	
11.450 	 0.0 	-7.684 	0.411 	0.020 	0.396 	
11.500 	 0.0 	-7.628 	0.409 	0.020 	0.399 	
11.550 	 0.0 	-7.573 	0.407 	0.021 	0.402 	
11.600 	 0.0 	-7.517 	0.406 	0.021 	0.404 	
11.650 	 0.0 	-7.461 	0.404 	0.021 	0.407 	
11.700 	 0.0 	-7.406 	0.402 	0.021 	0.409 	
11.750 	 0.0 	-7.349 	0.401 	0.021 	0.412 	
11.800 	 0.0 	-7.293 	0.399 	0.021 	0.414 	
11.850 	 0.0 	-7.237 	0.398 	0.021 	0.417 	
11.900 	 0.0 	-7.180 	0.396 	0.022 	0.419 	
11.950 	 0.0 	-7.124 	0.394 	0.022 	0.421 	
12.000 	 0.0 	-7.067 	0.393 	0.022 	0.424 	
12.050 	 0.0 	-7.010 	0.391 	0.022 	0.426 	
12.100 	 0.0 	-6.953 	0.390 	0.022 	0.429 	
12.150 	 0.0 	-6.896 	0.388 	0.022 	0.431 	
12.200 	 0.0 	-6.839 	0.387 	0.022 	0.433 	
12.250 	 0.0 	-6.782 	0.385 	0.023 	0.435 	
12.300 	 0.0 	-6.724 	0.384 	0.023 	0.438 	
12.350 	 0.0 	-6.667 	0.383 	0.023 	0.440 	
12.400 	 0.0 	-6.610 	0.381 	0.023 	0.442 	
12.450 	 0.0 	-6.552 	0.380 	0.023 	0.444 	
12.500 	 0.0 	-6.495 	0.378 	0.023 	0.446 	
12.550 	 0.0 	-6.437 	0.377 	0.024 	0.448 	
12.600 	 0.0 	-6.380 	0.376 	0.024 	0.450 	
12.650 	 0.0 	-6.322 	0.375 	0.024 	0.452 	
12.700 	 0.0 	-6.265 	0.373 	0.024 	0.455 	
12.750 	 0.0 	-6.208 	0.372 	0.024 	0.457 	
12.800 	 0.0 	-6.150 	0.371 	0.024 	0.459 	
12.850 	 0.0 	-6.093 	0.369 	0.025 	0.460 	
12.900 	 0.0 	-6.035 	0.368 	0.025 	0.462 	
12.950 	 0.0 	-5.978 	0.367 	0.025 	0.464 	
13.000 	 0.0 	-5.921 	0.366 	0.025 	0.466 	
13.050 	 0.0 	-5.863 	0.365 	0.025 	0.468 	
13.100 	 0.0 	-5.806 	0.364 	0.026 	0.470 	
13.150 	 0.0 	-5.749 	0.362 	0.026 	0.472 	
13.200 	 0.0 	-5.692 	0.361 	0.026 	0.474 	
13.250 	 0.0 	-5.635 	0.360 	0.026 	0.475 	
13.300 	 0.0 	-5.578 	0.359 	0.026 	0.477 	
13.350 	 0.0 	-5.521 	0.358 	0.026 	0.479 	
13.400 	 0.0 	-5.465 	0.357 	0.027 	0.481 	
13.450 	 0.0 	-5.408 	0.356 	0.027 	0.482 	
13.500 	 0.0 	-5.352 	0.355 	0.027 	0.484 	
13.550 	 0.0 	-5.295 	0.354 	0.027 	0.486 	
13.600 	 0.0 	-5.239 	0.353 	0.027 	0.487 	
13.650 	 0.0 	-5.183 	0.352 	0.028 	0.489 	
13.700 	 0.0 	-5.127 	0.351 	0.028 	0.491 	
13.750 	 0.0 	-5.071 	0.350 	0.028 	0.492 	
13.800 	 0.0 	-5.016 	0.349 	0.028 	0.494 	
13.850 	 0.0 	-4.960 	0.348 	0.028 	0.495 	
13.900 	 0.0 	-4.905 	0.347 	0.029 	0.497 	
13.950 	 0.0 	-4.850 	0.346 	0.029 	0.498 	
14.000 	 0.0 	-4.794 	0.346 	0.029 	0.500 	
14.050 	 0.0 	-4.740 	0.345 	0.029 	0.501 	
14.100 	 0.0 	-4.685 	0.344 	0.029 	0.503 	
14.150 	 0.0 	-4.630 	0.343 	0.030 	0.504 	
14.200 	 0.0 	-4.576 	0.342 	0.030 	0.506 	
14.250 	 0.0 	-4.522 	0.341 	0.030 	0.507 	
14.300 	 0.0 	-4.468 	0.341 	0.030 	0.508 	
14.350 	 0.0 	-4.414 	0.340 	0.030 	0.510 	
14.400 	 0.0 	-4.361 	0.339 	0.031 	0.511 	
14.450 	 0.0 	-4.308 	0.338 	0.031 	0.512 	
14.500 	 0.0 	-4.255 	0.338 	0.031 	0.514 	
14.550 	 0.0 	-4.202 	0.337 	0.031 	0.515 	
14.600 	 0.0 	-4.149 	0.336 	0.031 	0.516 	
14.650 	 0.0 	-4.097 	0.335 	0.032 	0.517 	
14.700 	 0.0 	-4.044 	0.335 	0.032 	0.519 	
14.750 	 0.0 	-3.992 	0.334 	0.032 	0.520 	
14.800 	 0.0 	-3.941 	0.333 	0.032 	0.521 	
14.850 	 0.0 	-3.889 	0.333 	0.032 	0.522 	
14.900 	 0.0 	-3.838 	0.332 	0.033 	0.523 	
14.950 	 0.0 	-3.787 	0.332 	0.033 	0.525 	
15.000 	 0.0 	-3.736 	0.331 	0.033 	0.526 	
15.050 	 0.0 	-3.686 	0.330 	0.033 	0.527 	
15.100 	 0.0 	-3.636 	0.330 	0.033 	0.528 	
15.150 	 0.0 	-3.586 	0.329 	0.034 	0.529 	
15.200 	 0.0 	-3.536 	0.329 	0.034 	0.530 	
15.250 	 0.0 	-3.486 	0.328 	0.034 	0.531 	
15.300 	 0.0 	-3.437 	0.327 	0.034 	0.532 	
15.350 	 0.0 	-3.388 	0.327 	0.034 	0.533 	
15.400 	 0.0 	-3.340 	0.326 	0.035 	0.534 	
15.450 	 0.0 	-3.291 	0.326 	0.035 	0.535 	
15.500 	 0.0 	-3.243 	0.325 	0.035 	0.536 	
15.550 	 0.0 	-3.195 	0.325 	0.035 	0.537 	
15.600 	 0.0 	-3.148 	0.324 	0.035 	0.538 	
15.650 	 0.0 	-3.100 	0.324 	0.036 	0.539 	
15.700 	 0.0 	-3.053 	0.323 	0.036 	0.540 	
15.750 	 0.0 	-3.007 	0.323 	0.036 	0.541 	
15.800 	 0.0 	-2.960 	0.323 	0.036 	0.542 	
15.850 	 0.0 	-2.914 	0.322 	0.036 	0.543 	
15.900 	 0.0 	-2.868 	0.322 	0.037 	0.544 	
15.950 	 0.0 	-2.823 	0.321 	0.037 	0.545 	
16.000 	 0.0 	-2.777 	0.321 	0.037 	0.545 	
16.050 	 0.0 	-2.732 	0.321 	0.037 	0.546 	
16.100 	 0.0 	-2.688 	0.320 	0.038 	0.547 	
16.150 	 0.0 	-2.643 	0.320 	0.038 	0.548 	
16.200 	 0.0 	-2.599 	0.319 	0.038 	0.549 	
16.250 	 0.0 	-2.555 	0.319 	0.038 	0.549 	
16.300 	 0.0 	-2.512 	0.319 	0.038 	0.550 	
16.350 	 0.0 	-2.469 	0.318 	0.039 	0.551 	
16.400 	 0.0 	-2.426 	0.318 	0.039 	0.552 	
16.450 	 0.0 	-2.383 	0.318 	0.039 	0.552 	
16.500 	 0.0 	-2.341 	0.317 	0.039 	0.553 	
16.550 	 0.0 	-2.299 	0.317 	0.039 	0.554 	
16.600 	 0.0 	-2.257 	0.317 	0.040 	0.554 	
16.650 	 0.0 	-2.216 	0.316 	0.040 	0.555 	
16.700 	 0.0 	-2.175 	0.316 	0.040 	0.556 	
16.750 	 0.0 	-2.134 	0.316 	0.040 	0.556 	
16.800 	 0.0 	-2.094 	0.316 	0.040 	0.557 	
16.850 	 0.0 	-2.053 	0.315 	0.041 	0.558 	
16.900 	 0.0 	-2.014 	0.315 	0.041 	0.558 	
16.950 	 0.0 	-1.974 	0.315 	0.041 	0.559 	
17.000 	 0.0 	-1.935 	0.315 	0.041 	0.560 	
17.050 	 0.0 	-1.896 	0.314 	0.041 	0.560 	
17.100 	 0.0 	-1.857 	0.314 	0.042 	0.561 	
17.150 	 0.0 	-1.819 	0.314 	0.042 	0.561 	
17.200 	 0.0 	-1.781 	0.314 	0.042 	0.562 	
17.250 	 0.0 	-1.743 	0.314 	0.042 	0.562 	
17.300 	 0.0 	-1.706 	0.313 	0.042 	0.563 	
17.350 	 0.0 	-1.669 	0.313 	0.043 	0.564 	
17.400 	 0.0 	-1.632 	0.313 	0.043 	0.564 	
17.450 	 0.0 	-1.596 	0.313 	0.043 	0.565 	
17.500 	 0.0 	-1.560 	0.313 	0.043 	0.565 	
17.550 	 0.0 	-1.524 	0.312 	0.043 	0.566 	
17.600 	 0.0 	-1.488 	0.312 	0.044 	0.566 	
17.650 	 0.0 	-1.453 	0.312 	0.044 	0.566 	
17.700 	 0.0 	-1.418 	0.312 	0.044 	0.567 	
17.750 	 0.0 	-1.384 	0.312 	0.044 	0.567 	
17.800 	 0.0 	-1.349 	0.312 	0.044 	0.568 	
17.850 	 0.0 	-1.315 	0.312 	0.044 	0.568 	
17.900 	 0.0 	-1.282 	0.311 	0.045 	0.569 	
17.950 	 0.0 	-1.249 	0.311 	0.045 	0.569 	
18.000 	 0.0 	-1.216 	0.311 	0.045 	0.569 	
18.050 	 0.0 	-1.183 	0.311 	0.045 	0.570 	
18.100 	 0.0 	-1.151 	0.311 	0.045 	0.570 	
18.150 	 0.0 	-1.119 	0.311 	0.046 	0.571 	
18.200 	 0.0 	-1.087 	0.311 	0.046 	0.571 	
18.250 	 0.0 	-1.055 	0.311 	0.046 	0.571 	
18.300 	 0.0 	-1.024 	0.311 	0.046 	0.572 	
18.350 	 0.0 	-0.994 	0.311 	0.046 	0.572 	
18.400 	 0.0 	-0.963 	0.311 	0.046 	0.572 	
18.450 	 0.0 	-0.933 	0.310 	0.047 	0.573 	
18.500 	 0.0 	-0.903 	0.310 	0.047 	0.573 	
18.550 	 0.0 	-0.874 	0.310 	0.047 	0.573 	
18.600 	 0.0 	-0.845 	0.310 	0.047 	0.574 	
18.650 	 0.0 	-0.816 	0.310 	0.047 	0.574 	
18.700 	 0.0 	-0.787 	0.310 	0.047 	0.574 	
18.750 	 0.0 	-0.759 	0.310 	0.048 	0.575 	
18.800 	 0.0 	-0.731 	0.310 	0.048 	0.575 	
18.850 	 0.0 	-0.703 	0.310 	0.048 	0.575 	
18.900 	 0.0 	-0.676 	0.310 	0.048 	0.575 	
18.950 	 0.0 	-0.649 	0.310 	0.048 	0.576 	
19.000 	 0.0 	-0.623 	0.310 	0.048 	0.576 	
19.050 	 0.0 	-0.596 	0.310 	0.049 	0.576 	
19.100 	 0.0 	-0.570 	0.310 	0.049 	0.576 	
19.150 	 0.0 	-0.545 	0.310 	0.049 	0.577 	
19.200 	 0.0 	-0.519 	0.310 	0.049 	0.577 	
19.250 	 0.0 	-0.494 	0.310 	0.049 	0.577 	
19.300 	 0.0 	-0.469 	0.310 	0.049 	0.577 	
19.350 	 0.0 	-0.445 	0.310 	0.050 	0.577 	
19.400 	 0.0 	-0.421 	0.310 	0.050 	0.578 	
19.450 	 0.0 	-0.397 	0.310 	0.050 	0.578 	
19.500 	 0.0 	-0.374 	0.310 	0.050 	0.578 	
19.550 	 0.0 	-0.351 	0.310 	0.050 	0.578 	
19.600 	 0.0 	-0.328 	0.310 	0.050 	0.578 	
19.650 	 0.0 	-0.305 	0.310 	0.050 	0.578 	
19.700 	 0.0 	-0.283 	0.310 	0.051 	0.579 	
19.750 	 0.0 	-0.261 	0.310 	0.051 	0.579 	
19.800 	 0.0 	-0.240 	0.310 	0.051 	0.579 	
19.850 	 0.0 	-0.218 	0.310 	0.051 	0.579 	
19.900 	 0.0 	-0.198 	0.310 	0.051 	0.579 	
19.950 	 0.0 	-0.177 	0.310 	0.051 	0.579 	
20.000 	 0.0 	-0.157 	0.310 	0.051 	0.580 	
20.050 	 0.0 	-0.137 	0.310 	0.051 	0.580 	
20.100 	 0.0 	-0.117 	0.310 	0.052 	0.580 	
20.150 	 0.0 	-0.098 	0.311 	0.052 	0.580 	
20.200 	 0.0 	-0.079 	0.311 	0.052 	0.580 	
20.250 	 0.0 	-0.060 	0.311 	0.052 	0.580 	
20.300 	 0.0 	-0.042 	0.311 	0.052 	0.580 	
20.350 	 0.0 	-0.024 	0.311 	0.052 	0.580 	
20.400 	 0.0 	-0.006 	0.311 	0.052 	0.580 	
20.450 	 0.0 	0.011 	0.311 	0.052 	0.580 	
20.500 	 0.0 	0.029 	0.311 	0.053 	0.581 	
20.550 	 0.0 	0.045 	0.311 	0.053 	0.581 	
20.600 	 0.0 	0.062 	0.311 	0.053 	0.581 	
20.650 	 0.0 	0.078 	0.311 	0.053 	0.581 	
20.700 	 0.0 	0.094 	0.311 	0.053 	0.581 	
20.750 	 0.0 	0.109 	0.311 	0.053 	0.581 	
20.800 	 0.0 	0.125 	0.311 	0.053 	0.581 	
20.850 	 0.0 	0.139 	0.311 	0.053 	0.581 	
20.900 	 0.0 	0.154 	0.312 	0.053 	0.581 	
20.950 	 0.0 	0.168 	0.312 	0.054 	0.581 	
21.000 	 0.0 	0.182 	0.312 	0.054 	0.581 	
21.050 	 0.0 	0.196 	0.312 	0.054 	0.581 	
21.100 	 0.0 	0.209 	0.312 	0.054 	0.581 	
21.150 	 0.0 	0.222 	0.312 	0.054 	0.581 	
21.200 	 0.0 	0.235 	0.312 	0.054 	0.581 	
21.250 	 0.0 	0.247 	0.312 	0.054 	0.581 	
21.300 	 0.0 	0.259 	0.312 	0.054 	0.581 	
21.350 	 0.0 	0.271 	0.312 	0.054 	0.582 	
21.400 	 0.0 	0.283 	0.312 	0.054 	0.582 	
