0.000 	 0.000 	 0 
75.000 	 0.000 	 0 
150.000 	 0.000 	 0 
225.000 	 0.000 	 0 
300.000 	 3.454 	 1 
375.000 	 7.174 	 2 
450.000 	 10.815 	 3 
525.000 	 14.371 	 4 
600.000 	 17.858 	 4 
675.000 	 21.295 	 4 
750.000 	 24.695 	 4 
825.000 	 28.067 	 4 
900.000 	 31.420 	 5 
975.000 	 34.755 	 5 
1050.000 	 38.078 	 5 
1125.000 	 41.387 	 5 
1200.000 	 44.692 	 5 
1275.000 	 47.986 	 5 
1350.000 	 51.272 	 5 
1425.000 	 54.555 	 5 
1500.000 	 57.830 	 5 
